mfn;numero_control;titulo;autores;responsabilidad;lugar;editorial;anio;isbn;descripcion_fisica;coleccion;idioma;temas;inventarios;ubicaciones;signaturas
3936;BNM003936;Informe estadístico 2004-2005;Municipalidad de Ushuaia;Municipalidad de Ushuaia;Ushuaia;Municipalidad de Ushuaia;2005;;120 p.;;español;ESTADISTICA | TURISMO | TIERRA DEL FUEGO | INFORME ESTADISTICO;001958 | 002186 | 005865;CENTRAL | CENTRAL | CENTRAL;(828.9)31:380.8 INF | (828.9)31:380.8 INF | (828.9)31:380.8 INF
3937;BNM003937;Informe estadistico 2005-2006;Municipalidad de Ushuaia;Municipalidad de Ushuaia;Ushuaia;Secretaria de Turismo;2006;;134 p.;;español;ESTADISTICA | TURISMO | TIERRA DEL FUEGO | INFORME ESTADISTICO;2503;CENTRAL;(828.9)31:380.8 INF
3938;BNM003938;El turismo en Ushuaia: balance estadístico año 1996 y temporada 1996/1997;Municipalidad de Ushuaia;Municipalidad de Ushuaia;Ushuaia;Direccion de Turismo;1997;;99 p.;;español;ESTADISTICA | TURISMO | TIERRA DEL FUEGO | INFORME ESTADISTICO;001423 | 001424;CENTRAL | CENTRAL;(828.9)31:380.8 TUR | (828.9)31:380.8 TUR
3939;BNM003939;El turismo en Ushuaia: balance estadístico año 1997 y temporada 1997/1998;Municipalidad de Ushuaia;Municipalidad de Ushuaia;Ushuaia;Direccion de Turismo;1998;;99 p.;;español;ESTADISTICA | TURISMO | TIERRA DEL FUEGO | INFORME ESTADISTICO;1425;CENTRAL;(828.9)31:380.8 TUR
3940;BNM003940;El turismo en Ushuaia: informe estadístico año 2000 y temporada 2000/2001;Municipalidad de Ushuaia;Municipalidad de Ushuaia;Ushuaia;Secretaria de Turismo;2001;;115 p.;;español;ESTADISTICA | TURISMO | TIERRA DEL FUEGO | INFORME ESTADISTICO;1406;CENTRAL;(828.9)31:380.8 TUR
3941;BNM003941;Los municipios de Tierra del Fuego: estadisticas basicas;;;Buenos Aires;INDEC;1998;;229 p.;;español;ESTADISTICA | TIERRA DEL FUEGO | INFORME ESTADISTICO | MUNICIPIOS DE LA PROVINCIA;001547 | 001548 | 001549;CENTRAL | CENTRAL | CENTRAL;(828.9)312.314 MUN | (828.9)312.314 MUN | (828.9)312.314 MUN
3942;BNM003942;Censo Nacional de Población y Vivienda 1991;INDEC;INDEC;Buenos Aires;INDEC;1992;;55 p.;;español;ESTADISTICA | TIERRA DEL FUEGO | CENSO NACIONAL | POBLACION | VIVIENDA;001559 | 001560 | 001561;CENTRAL | CENTRAL | CENTRAL;(828.9)312 CEN | (828.9)312 CEN | (828.9)312 CEN
3943;BNM003943;Anuario Estadistico 1997;Direccion General de Estadisticas;Direccion General de Estadisticas;Ushuaia;Direccion General de Estadisticas;1998;;158 p.;;español;ESTADISTICAS | TIERRA DEL FUEGO | INFORME ESTADISTICO | ESTADISTICA;001536 | 001537 | 001538;CENTRAL | CENTRAL | CENTRAL;(828.9)311.313 ANU | (828.9)311.313 ANU | (828.9)311.313 ANU
3944;BNM003944;Juventudes del fin del mundo: estudios y politicas de juventud en Tierra del Fuego;Colombari, Bruno;, coordinado por Bruno Colombari;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3642-76-0;150 p.;;español;SOCIOLOGIA | POLITICAS PUBLICAS | MERCADO DE TRABAJO | TIERRA DEL FUEGO | JUVENTUDES | ESTUDIOS | MOVIMIENTO ESTUDIANTIL | PANDEMIA | COMPORTAMIENTO DE LOS JOVENES;005872 | 006332;CENTRAL | CENTRAL;(828.9)316 JUV | (828.9)316 JUV
3945;BNM003945;Los pibes del RAP: un recorrido por la construcción identitaria de jóvenes en el fin del mundo;Tosello, Natalia;Natalia Tosello;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3642-88-3;194 p.;;español;SOCIOLOGIA | MEDIOS DE COMUNICACION | JUVENTUDES | BUSQUEDA DE IDENTIDAD | RAP | FUEGUINIDAD;5892;CENTRAL;(828.9)316 TOS
3946;BNM003946;Revista Consentir;;;Ushuaia;Editora Cultural Tierra del Fuego;2023;978-987-3642-91-3;56 p.;;español;SOCIOLOGIA | PSICOLOGIA SOCIAL | EDUCACION | ENTREVISTAS | PSICOTERAPIA | ASITENCIA SOCIAL | ESCUELAS PRIMARIAS;6057;CENTRAL;(828.9)316.6 REV
3947;BNM003947;Politica Antartica Argentina;Ministerio de Defensa;Ministerio de Defensa;Buenos Aires;Direccion Nacional del Antartico;1986;;48 p.;;español;POLITICA | ARGENTINA | POLITICA ANTARTICA ARGENTINA;1075;CENTRAL;(828.9)32 POL
3948;BNM003948;La cautiva. El matadero;Echeverría, Esteban;Esteban Echeverría;Buenos Aires;Kapelusz;1965;;100 p.;Grandes obras de la literatura universal;español;LITERATURA | LITERATURA ARGENTINA | POESIA | POESIA GAUCHESCA;5969;CENTRAL;82-13(82) ECH
3949;BNM003949;Invertir en Tierra del Fuego: Tierra de oportunidades;;;Ushuaia;Secretaria de Desarrollo e Inversiones;2017;978-987-46621-0-1;82 p.;;español;ECONOMIA | INVERSION | PROMOCION | COMERCIO EXTERIOR | TIERRA DEL FUEGO | INVERSION PUBLICA | INVERSION ESTATAL;5503;CENTRAL;(828.9)330.322.14 INV
3950;BNM003950;Carta orgánica municipal de la ciudad de Ushuaia;Municipalidad de Ushuaia;Municipalidad de Ushuaia;Ushuaia;Municipalidad de Ushuaia;2022;;128 p.;;español;DERECHO | ADMINISTRACION PUBLICA | NORMAS | GOBIERNO LOCAL | GOBIERNO MUNICIPAL | MUNICIPALIDAD DE USHUAIA | CARTA ORGANICA MUNICIPAL;006046 | 006047 | 006048;CENTRAL | CENTRAL | CENTRAL;(828.9)342.4 CAR | (828.9)342.4 CAR | (828.9)342.4 CAR
3951;BNM003951;Acceso a la informacion publica en ciudades democraticas, justas y sustentables;Rojo Vivot, Alejandro;Alejandro Rojo Vivot;Buenos Aires;Dunken;2015;978-987-02-8490-1;648 p.;;español;DERECHO | COMUNICACION | DEMOCRACIA | TIERRA DEL FUEGO | ACCESO A LA INFORMACION PUBLICA;4733;CENTRAL;(828.9)34 ROJ
3952;BNM003952;Medios de comunicación social y personas con discapacidad;Rojo Vivot, Alejandro;Alejandro Rojo Vivot;Buenos Aires;Congreso de la Nacion;2002;;327 p.;;español;DERECHO | MEDIOS DE COMUNICACION | COMUNICACION DE MASAS | COMUNICACION SOCIAL | EDUCACION ESPECIAL | TIERRA DEL FUEGO | PERSONAS CON DISCAPACIDAD;4854;CENTRAL;(828.9)342.72/73 ROJ
3953;BNM003953;Legislación ambiental: Provincia de Tierra del Fuego, Antártida e Islas del Atlántico Sur;;;Ushuaia;S.P.C. y T.;1993;;88 p.;;español;DERECHO | LEGISLACION AMBIENTAL | CONSTITUCION PROVINCIAL | NORMAS | TIERRA DEL FUEGO;000415 | 000416;CENTRAL | CENTRAL;(828.9)349.6 LEG | (828.9)349.6 LEG
3954;BNM003954;Los componentes territoriales de nuestra provincia [Ley 26.552];;;Buenos Aires;Printing Shop;2010;;24 p.;;español;DERECHO | LEYES NACIONALES | TIERRA DEL FUEGO | PROVINCIALIZACION DE TIERRA DEL FUEGO | LIMITES TERRITORIALES | LEY 26552;6174;CENTRAL;(828.9)347 COM
3955;BNM003955;Convención sobre los derechos de las personas con discapacidad y su protocolo facultativo: Régimen de equiparación de oportunidades para persoas con discapacidad [Ley 48];;;Buenos Aires;s/i;2010;;38 p.;;español;DERECHO | LEGISLACION PROVINCIAL | LEYES PROVINCIALES | DERECHOS HUMANOS | PERSONAS CON DISCAPACIDAD | LEY 48;6175;CENTRAL;(828.9)347 CON
3956;BNM003956;Ley de Cooperativas 20.337;;;Ushuaia;Subsecretaria de Economia Social;2010;;60 p.;;español;DERECHO | LEGISLACION NACIONAL | TIERRA DEL FUEGO | LEY DE COOPERATIVAS;6176;CENTRAL;(828.9)347 LEY
3957;BNM003957;La cautiva / El matadero;Echeverría Esteban;Echeverría Esteban;Buenos Aires;Colihue;2011;978-950-563-645-7;159 p.;Leer y crear;español;LITERATURA | LITERATURA ARGENTINA | POESIA;5656;CENTRAL;82-1(82) ECH
3958;BNM003958;Te sigo buscando, liberación. Poemas y canciones de Jorge Falcone;Falcone, Jorge;Jorge Falcone;Buenos Aires;Enrique González Olguin;1987;;140 p.;;español;LITERATURA | LITERATURA ARGENTINA | POESIA;4935;CENTRAL;82-1(82) FAL
3959;BNM003959;Guia fotografica: Macroalgas marinas de Ushuaia;;;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-66-1;88 p.;;español;BOTANICA | FICOLOGIA | ALGAS MARINAS | FOTOGRAFIA | TIERRA DEL FUEGO | MACROALGAS MARINAS | BIOLOGIA;005916 | 005917 | 005918;CENTRAL | CENTRAL | CENTRAL;(828.9)582.261/.279 GUI | (828.9)582.261/.279 GUI | (828.9)582.261/.279 GUI
3960;BNM003960;Productos forestales no madereros de Tierra del Fuego, Antártida e Islas del Atlántico Sur: caracterización, usos y recolección;;;Ushuaia;[El Autor];2024;978-631-00-4953-3;40 p.;;español;BOTANICA | TIERRA DEL FUEGO | BOTANICA APLICADA | UTILIZACION DE PLANTAS | BOTANICA COMERCIAL | PRODUCTOS FORESTALES NO MADEREROS;006308 | 006309;CENTRAL | CENTRAL;(828.9)581.6 PRO | (828.9)581.6 PRO
3961;BNM003961;Prácticas profesionalizantes en la educación técnica. Diseño de proyectos para la evaluación por capacidades profesionales;Rojas, Juan;Juan Rojas;Buenos Aires;Centro de publicaciones educativas y material didáctico;2013;978-987-538-362-3;144 p.;;español;EDUCACION DE ADULTOS | Prácticas profesionalizantes | EDUCACION;6514;CENTRAL;378 ROJ
3962;BNM003962;Introducción a la supervisión;Aguilar idáñez, María José;María José Aguilar idáñez;Buenos Aires;NOVEDUC;2013;950-724-394-1;174 p.;;español;TRABAJO SOCIAL | CIENCIAS SOCIALES;6513;CENTRAL;303.1 AGU
3963;BNM003963;Enfermeria en cuidados intensivos: revision y autoevaluacion;Meador, Billie C | Dominguez Perez, Adolfo;Billie C Meador , traducido por Adolfo Dominguez Perez;Mexico;El Manual Moderno;1983;0-87489-300-3;303 p.;;español;MEDICINA Y SALUD | ENFERMERIA | CUIDADOS INTENSIVOS | ANATOMIA HUMANA | FISIOLOGIA HUMANA | REVISION | AUTOEVALUACION;6509;CENTRAL;616 MEA
3964;BNM003964;Un fulgor distinto: autoras contemporaneas de la Isla Grande de Tierra del Fuego;Lobo, Florencia;, compilado por Florencia Lobo;Neuquen;Tanta Ceniza, 2025;;978-631-90593-4-2;76 p.;Piel de arenas;español;LITERATURA ARGENTINA | LITERATURA DE TIERRA DEL FUEGO | POESIA | TIERRA DEL FUEGO | LITERATURA;6510;CENTRAL;(828.9)82-1 FUL
3965;BNM003965;La imagen fija;Joly, Martine;Martine Joly;Buenos Aires;La Marca;2003;950-889-059-2;206 p.;;español;COMUNICACION | SEMIOLOGIA | IMAGEN | SIGNIFICACION | DISCURSO;006511 | 006512;CENTRAL | CENTRAL;007 JOL | 007 JOL
3966;BNM003966;Enfermeria medico-quirurgica;Brunner, Lilian Sholtis | Suddarth, Soris Smith;Lilian Sholtis Brunner , Soris Smith Suddarth;Mexico;Interamericana McGraw-Hill;1988;968-25-1493-2;1843 p.;;español;MEDICINA Y SALUD | ENFERMERIA | ENFERMEDADES | ANATOMIA HUMANA | FISIOLOGIA HUMANA | ENFERMERIA MEDICO-QUIRURGICA | PROCESOS DE ENFERMERIA | TECNICAS DE ENFERMERIA;006507 | 006508;CENTRAL | CENTRAL;614.253.5 BRU | 614.253.5 BRU
3967;BNM003967;Metodos de supervision en la administracion municipal;Sherwood, Frank P | Best, Wallace H;Frank P. Sherwood , Wallace H. Best;Mexico;Continental;1961;;418 p.;;español;ADMINISTRACION PUBLICA | GOBIERNO LOCAL | ADMINISTRACION MUNICIPAL | METODOS DE SUPERVISION | ADMINISTRACION Y ORGANIZACION;46;CENTRAL;352 SHE
3968;BNM003968;MAF: Mes del arte fueguino;;;Ushuaia;Editora Cultural Tierra del Fuego;2012;;80 p.;;español;ARTE | CULTURA | PINTURA | TIERRA DEL FUEGO | EXPOSICION | ARTISTAS FUEGUINOS | PROGRAMA CULTURAL;005523 | 005966;CENTRAL | CENTRAL;(828.9) 7 MAF | (828.9) 7 MAF
3969;BNM003969;MAF: Mes del arte fueguino;;;Ushuaia;Editora Cultural Tierra del Fuego;2014;;60 p.;;español;ARTE | CULTURA | PINTURA | ARTE FUEGUINO | EXPOSICION | ARTISTAS FUEGUINOS | PROGRAMA CULTURAL;5967;CENTRAL;(828.9) 7 MAL
3970;BNM003970;MAF: Mes del arte fueguino;;;Ushuaia;Editora Cultural Tierra del Fuego;2011;;57 p.;;español;ARTE | PINTURA | CULTURA | ARTE FUEGUINO | ARTISTAS FUEGUINOS | EXPOSICION | PROGRAMA CULTURAL;5968;CENTRAL;(828.9) 7 MAF
3971;BNM003971;Contra la indiferencia;Abt, Alejandro;Alejandro Abt;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-55-5;126 p.;;español;ARTE | FOTOGRAFIA | TIERRA DEL FUEGO | ARTE FUEGUINO;005896 | 005897;CENTRAL | CENTRAL;(828.9) 7 ABT | (828.9) 7 ABT
3972;BNM003972;Ushuaia: algunos aspectos del patrimonio arquitectónico urbano;Lupiano, Leonardo L;Leonardo L. Lupiano;Buenos Aires;Dunken;1997;987-9123-30-1;165 p.;;español;ARQUITECTURA | USHUAIA | PATRIMONIO ARQUITECTONICO URBANO | EDIFICIOS ANTIGUOS;4912;CENTRAL;(828.9)72 LUP
3973;BNM003973;Viajar al exito: pasion por el futbol de salon;Kovacic, Alicia Rosa | Kovacic, Alberto Jose;Alicia Rosa Kovacic , Alberto Jose Kovacic;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3642-74-6;116 p.;;español;DEPORTES | TIERRA DEL FUEGO | PASION | FUTBOL DE SALON | VIAJE AL EXTERIOR | JOVENES;5650;CENTRAL;(828.9)796.33 KOV
3974;BNM003974;La reconstruccion de los cuerpos;Diaz, Florencia;Florencia Diaz;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-56-2;32 p.;;español;FOTOGRAFIA | TIERRA DEL FUEGO | ARTE;5642;CENTRAL;(828.9)77 DIA
3975;BNM003975;Terra Autralis Aedificanda;Bellofatto, Betiana;Betiana Bellofatto;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-54-8;64 p.;;español;ARTE | FOTOGRAFIA | TIERRA DEL FUEGO;5663;CENTRAL;(828.9)77 BEL
3976;BNM003976;Fibras del fin del mundo;Agusti, Maria Lujan;Maria Lujan Agusti;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-68-5;56 p.;;español;ARTE | FOTOGRAFIA | TIERRA DEL FUEGO;005643 | 006535;CENTRAL | CENTRAL;(828.9)77 AGU | (828.9)77 AGU
3977;BNM003977;Oficio: poesia reunida 1980-2019;Bernardello, Nini;Nini Bernardello;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3642-92-0;604 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA | ANTOLOGIA | TIERRA DEL FUEGO;005881 | 005882;CENTRAL | CENTRAL;(828.9)82-1 BER | (828.9)82-1 BER
3978;BNM003978;Como un ande serpenteado;Bernardini, Romina;Romina Bernardini;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3642-75-3;116 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA | TIERRA DEL FUEGO;005669 | 00568 | 005669;CENTRAL | CENTRAL | CENTRAL;(828.9)82-1 BER | (828.9)82-1 BER | (828.9)82-1 BER
3979;BNM003979;Los nombres del mar;Ahumada, Belen;Belen Ahumada;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-63-0;48 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;005665 | 005666;CENTRAL | CENTRAL;(828.9)82-1 AHU | (828.9)82-1 AHU
3980;BNM003980;Sombra de la memoria;Comis, Luis Omar;Luis Omar Comis;Buenos Aires;Mis Escritos;2008;978-987-1299-72-0;80 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;4684;CENTRAL;(829.2)82-1 COM
3981;BNM003981;A donde van los niños;Comis, Luis Omar;Luis Omar Comis;Buenos Aires;Dunken;2007;978-987-02-2414-3;80 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;4685;CENTRAL;(828.9)82-1 COM
3982;BNM003982;Fundacion poetica de Rio Grande: El secreto;Cajal, Patricia Liliana | Gallardo soto, Fredy Orlando | Gutierrez, Oscar Domingo;Patricia Liliana Cajal , Fredy Orlando Gallardo soto, Oscar Domingo Gutierrez;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-57-9;80 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA | ANTOLOGIA;005644 | 005645;CENTRAL | CENTRAL;(828.9)82-1 CAJ | (828.9)82-1 CAJ
3983;BNM003983;Peinando pinguinos;Guerra, Mario;Mario Guerra;Buenos Aires;Parque Chas;1997;987-95995-8-6;79 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA | CUENTO;5924;CENTRAL;(828.9)82-1 GUE
3984;BNM003984;Sur de humos: un islario posible;Gioia, Sandra Nora;Sandra Nora Gioia;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3642-84-5;88 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;005883 | 005884;CENTRAL | CENTRAL;(828.9)82-1 GIO | (828.9)82-1 GIO
3985;BNM003985;La intemperie;Comis, Luis Omar;Luis Omar Comis;Buenos Aires;Mis Escritos;2010;978-987-1588-16-9;80 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;4686;CENTRAL;(828.9)82-1 COM
3986;BNM003986;Poemas antarticos;Gioia, Sandra Nora | Arias de la Canal, Fredo;Sandra Nora Gioia , con introducción de Fredo Arias de la Canal;Mexico;Frente de Afirmación Hispánica;2019;;74 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;5832;CENTRAL;(828.9)82-1 GIO
3987;BNM003987;La palabra nieve es una buena contraseña: poesia reunida 1988-2017;Lazzaroni, Anahi;Anahi Lazzaroni;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-70-8;256 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA | ANTOLOGIA;005840 | 005841;CENTRAL | CENTRAL;(828.9)82-1 LAZ | (828.9)82-1 LAZ
3988;BNM003988;Estampas fueguinas;Heredia, Pedro;Pedro Heredia;Buenos Aires;Dunken;2003;987-02-0505-4;96 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;005618 | 005619;CENTRAL | CENTRAL;(828.9) 82-1 HER | (828.9) 82-1 HER
3989;BNM003989;Pielago;Mendez, Silvia;Silvia Mendez;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-9873642-82-1;88 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;005889 | 005890;CENTRAL | CENTRAL;(828.9) 82-1 MEN | (828.9) 82-1 MEN
3990;BNM003990;Breves momentos;Porta, Lucia Gloria;Lucia Gloria Porta;Ushuaia;Editora Cultural Tierra del Fuego;2012;978-987-28284-1-7;88 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;5625;CENTRAL;(828.9)82-1 POR
3991;BNM003991;Las campanas no tienen paz;Riquelme, Franco;Franco Riquelme;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3672-83-8;40 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;005887 | 005888;CENTRAL | CENTRAL;(828.9)82-1 RIQ | (828.9)82-1 RIQ
3992;BNM003992;La ola;Rodriguez, Sol;Sol Rodriguez;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-9873642-87-6;64 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;005885 | 005886;CENTRAL | CENTRAL;(828.9)82-1 ROD | (828.9)82-1 ROD
3993;BNM003993;Historias en geografias de fuego;Sanchez, Ana Mabel;Ana Mabel Sanchez;Ushuaia;Editora Cultural Tierra del Fuego;2012;978-98728284-2-4;80 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;5623;CENTRAL;(828.9)82-1 SAN
3994;BNM003994;En presencia;Tanco, Carla;Carla Tanco;Buenos Aires;Victoria ocampo;2008;978-987-1198-30-6;108 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | POESIA;4914;CENTRAL;(828.9)82-1 TAN
3995;BNM003995;Frontera infinita;Bonafede, Eduardo;Eduardo Bonafede;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3642-80-7;250 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | TEATRO;005648 | 005649;CENTRAL | CENTRAL;(828.9)82-2 BON | (828.9)82-2 BON
3996;BNM003996;Soledades tangenciales;Bonafede, Eduardo;Eduardo Bonafede;Ushuaia;Editora Cultural Tierra del Fuego;2015;978-987-3642-03-6;288 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | TEATRO;004656 | 005077;CENTRAL | CENTRAL;(828.9)82-2 BON | (828.9)82-2 BON
3997;BNM003997;Fuego y sur;Amilcar, Corina Claudia;Corina Claudia Amilcar;Ushuaia;Editora Cultural Tierra del Fuego;2022;978-987-3642-78-4;96 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | TEATRO;5664;CENTRAL;(828.9)82-2 AMI
3998;BNM003998;La tierra del fuego;Iparraguirre, Sylvia;Sylvia Iparraguirre;Buenos Aires;Alfaguara;1998;950-511-414-1;286 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELA;005876 | 005959 | 005970;CENTRAL | CENTRAL | CENTRAL;(828.9)82-31 IPA | (828.9)82-31 IPA | (828.9)82-31 IPA
3999;BNM003999;Seriot: un superheroe cartonero;Veksler, Bernardo;Bernardo Veksler;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-53-1;144 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;005913 | 005914 | 005915;CENTRAL | CENTRAL | CENTRAL;(828.9)82-31 VEK | (828.9)82-31 VEK | (828.9)82-31 VEK
4000;BNM004000;La sagrada Prusia;Seoane, Diego;Diego Seoane;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-61-6;80 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;005632 | 005633;CENTRAL | CENTRAL;(828.9)82-31 SEO | (828.9)82-31 SEO
4001;BNM004001;Corvalan: rastreador de bandoleros;Zampatti, Carlos;Carlos Zampatti;Buenos Aires;Dunken;2021;978-987-85-1401-7;224 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;5628;CENTRAL;(828.9)82-31 ZAM
4002;BNM004002;El día del sismo en el fin del mundo;Zampatti, Carlos Abel;Carlos Abel Zampatti;Ushuaia;El Autor;2017;978-987-42-4614-1;280 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;5629;CENTRAL;(828.9)82-31 ZAM
4003;BNM004003;Peninsula Mitre: cronica de una estafa;Zampatti, Carlos Abel;Carlos Abel Zampatti;Ushuaia;El Autor;2021;978-987-88-1494-0;320 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;5630;CENTRAL;(828.9)82-31 ZAM
4004;BNM004004;Nuestro hombre en Ushuaia;Zampatti, Carlos Abel;Carlos Abel Zampatti;Ushuaia;Zagier & Urruty;2012;978-987-1468-23-2;320 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;5631;CENTRAL;(828.9)82-31 ZAM
4005;BNM004005;La fuga segun Leon;Zampatti, Carlos Abel;Carlos Abel Zampatti;Ushuaia;El Autor;2022;978-987-88-2827-5;192 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | NOVELAS;5878;CENTRAL;(828.9)82-31 ZAM
4006;BNM004006;Cuentos cortos fueguinos;Acosta Manjarres, Rita Macarena | Colla, Mirtha | Sanz, Raul fabian;Rita Macarena Acosta Manjarres , Mirtha Colla, Raul fabian Sanz;Ushuaia;Editora Cultural Tierra del Fuego;2015;978-987-3642-02-9;64 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | CUENTOS CORTOS;004654 | 004655;CENTRAL | CENTRAL;(828.9)82-34 ACO | (828.9)82-34 ACO
4007;BNM004007;El origen del viento;Rodriguez, Federico | Hirsig, omar | Pasti, German;Federico Rodriguez , omar Hirsig, German Pasti;Ushuaia;Viento de Hojas;2015;978-987-3845-04-8;160 p.;El origen del viento;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | LEYENDAS;5043;CENTRAL;(828.9)82-34 ROD
4008;BNM004008;Los duendes de los carambanos;Otero, Lucinda;Lucinda Otero;Punta Arenas;El Autor;1993;;55 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | CUENTOS;005742 | 005767;CENTRAL | CENTRAL;(828.9)82-34 OTE | (828.9)82-34 OTE
4009;BNM004009;Los trabajos de Hansen;Fanchovich, Miguel;Miguel Fanchovich;Ushuaia;Editora Cultural Tierra del Fuego;2021;978-987-3642-60-9;240 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | CUENTOS;005908 | 005909;CENTRAL | CENTRAL;(828.9)82-34 FAN | (828.9)82-34 FAN
4010;BNM004010;Senu y Aima: una historia entre arcos y flechas;Morales, Paula;Paula Morales;Ushuaia;Editora Cultural Tierra del Fuego;2023;978-987-3642-98-2;40 p.;;español;LITERATURA | LITERATURA DE TIERRA DEL FUEGO | CUENTOS | PUEBLOS ORIGINARIOS;6033;CENTRAL;(828.9)82-34 MOR
